cer_res,wer_res,time
0.0545,0.2351,1.1540641784667969
0.0012,0.2156,0.662848711013794
0.0081,0.2326,1.0510623455047607
0.0326,0.3000,0.27870750427246094
0.0143,0.1803,0.7154901027679443
0.0378,0.2100,1.0160465240478516
0.0668,0.2523,1.103240966796875
0.0200,0.2072,0.8404288291931152
0.0056,0.2412,0.6614618301391602
0.0528,0.3138,1.0458507537841797
0.0059,0.2300,0.7306399345397949
0.0159,0.1824,1.3815250396728516
0.0143,0.1755,1.433349609375
0.0033,0.2754,1.1154556274414062
0.0023,0.2432,0.48395276069641113
0.0183,0.2374,0.8804521560668945
0.0224,0.3073,0.8685159683227539
0.0106,0.2632,1.0982422828674316
0.0123,0.2113,1.6330528259277344
0.0104,0.2222,0.5045661926269531
0.0182,0.2226,1.1049983501434326
0.0380,0.4076,1.113659381866455
0.0567,0.2474,0.8033208847045898
0.0239,0.1741,1.6204519271850586
0.0035,0.1700,0.5418696403503418
0.0119,0.2514,0.7026150226593018
0.0144,0.1916,2.17110276222229
0.0168,0.2623,0.609229326248169
0.0193,0.2691,1.0768404006958008
0.0613,0.2874,1.1478314399719238
0.0111,0.2542,0.6834180355072021
0.0055,0.2146,0.7573425769805908
0.0296,0.2479,1.186011552810669
0.0130,0.1810,1.1583480834960938
0.0244,0.2466,1.3330607414245605
0.0648,0.2819,1.2551169395446777
0.0249,0.2435,0.8089921474456787
0.0129,0.2432,0.8458209037780762
0.0692,0.2784,0.9006812572479248
0.0263,0.2670,0.7911787033081055
0.0603,0.2308,1.223210334777832
0.0065,0.2458,0.7146689891815186
0.2202,0.9048,0.2894279956817627
0.0109,0.2768,0.6659884452819824
0.0207,0.2680,0.7622275352478027
0.0097,0.2607,1.0665647983551025
0.0129,0.2422,0.7638249397277832
0.0207,0.2716,0.7066314220428467
0.0018,0.1658,0.623896598815918
0.0110,0.2656,1.0467216968536377
